ID,Name,Research
2112,Eye of Cthulhu Mask,1
2113,Destroyer Mask,1
2114,Blacksmith Rack,1
2115,Carpentry Rack,1
2116,Helmet Rack,1
2117,Spear Rack,1
2118,Sword Rack,1
2119,Stone Slab,100
2120,Sandstone Slab,100
2121,Frog,5
2122,Mallard Duck,5
2123,Duck,5
2124,Honey Bathtub,1
2125,Steampunk Bathtub,1
2126,Living Wood Bathtub,1
2127,Shadewood Bathtub,1
2128,Bone Bathtub,1
2129,Honey Lamp,1
2130,Steampunk Lamp,1
2131,Living Wood Lamp,1
2132,Shadewood Lamp,1
2133,Golden Lamp,1
2134,Bone Lamp,1
2135,Living Wood Bookcase,1
2136,Shadewood Bookcase,1
2137,Golden Bookcase,1
2138,Bone Bookcase,1
2139,Living Wood Bed,1
2140,Bone Bed,1
2141,Living Wood Chandelier,1
2142,Shadewood Chandelier,1
2143,Golden Chandelier,1
2144,Bone Chandelier,1
2145,Living Wood Lantern,1
2146,Shadewood Lantern,1
2147,Golden Lantern,1
2148,Bone Lantern,1
2149,Living Wood Candelabra,1
2150,Shadewood Candelabra,1
2151,Golden Candelabra,1
2152,Bone Candelabra,1
2153,Living Wood Candle,1
2154,Shadewood Candle,1
2155,Golden Candle,1
2156,Black Scorpion,5
2157,Scorpion,5
2158,Bubble Wallpaper,400
2159,Copper Pipe Wallpaper,400
2160,Ducky Wallpaper,400
2161,Frost Core,3
2162,Bunny Cage,1
2163,Squirrel Cage,1
2164,Mallard Duck Cage,1
2165,Duck Cage,1
2166,Bird Cage,1
2167,Blue Jay Cage,1
2168,Cardinal Cage,1
2169,Waterfall Wall,400
2170,Lavafall Wall,400
2171,Crimson Seeds,25
2172,Heavy Assembler,1
2173,Copper Plating,100
2174,Snail Cage,1
2175,Glowing Snail Cage,1
2176,Shroomite Digging Claw,1
2177,Ammo Box,1
2178,Monarch Butterfly Jar,1
2179,Purple Emperor Butterfly Jar,1
2180,Red Admiral Butterfly Jar,1
2181,Ulysses Butterfly Jar,1
2182,Sulphur Butterfly Jar,1
2183,Tree Nymph Butterfly Jar,1
2184,Zebra Swallowtail Butterfly Jar,1
2185,Julia Butterfly Jar,1
2186,Scorpion Cage,1
2187,Black Scorpion Cage,1
2188,Venom Staff,1
2189,Spectre Mask,1
2190,Frog Cage,1
2191,Mouse Cage,1
2192,Bone Welder,1
2193,Flesh Cloning Vat,1
2194,Glass Kiln,1
2195,Lihzahrd Furnace,1
2196,Living Loom,1
2197,Sky Mill,1
2198,Ice Machine,1
2199,Beetle Helmet,1
2200,Beetle Scale Mail,1
2201,Beetle Shell,1
2202,Beetle Leggings,1
2203,Steampunk Boiler,1
2204,Honey Dispenser,1
2205,Penguin,5
2206,Penguin Cage,1
2207,Worm Cage,1
2208,Terrarium,1
2209,Super Mana Potion,30
2210,Ebonwood Fence,400
2211,Rich Mahogany Fence,400
2212,Pearlwood Fence,400
2213,Shadewood Fence,400
2214,Brick Layer,1
2215,Extendo Grip,1
2216,Paint Sprayer,1
2217,Portable Cement Mixer,1
2218,Beetle Husk,25
2219,Celestial Magnet,1
2220,Celestial Emblem,1
2221,Celestial Cuffs,1
2222,Peddler's Hat,1
2223,Pulse Bow,1
2224,Large Dynasty Lantern,1
2225,Dynasty Lamp,1
2226,Dynasty Lantern,1
2227,Large Dynasty Candle,1
2228,Dynasty Chair,1
2229,Dynasty Work Bench,1
2230,Dynasty Chest,1
2231,Dynasty Bed,1
2232,Dynasty Bathtub,1
2233,Dynasty Bookcase,1
2234,Dynasty Cup,1
2235,Dynasty Bowl,1
2236,Dynasty Candle,1
2237,Dynasty Clock,1
2238,Golden Clock,1
2239,Glass Clock,1
2240,Honey Clock,1
2241,Steampunk Clock,1
2242,Fancy Dishes,1
2243,Glass Bowl,1
2244,Wine Glass,1
2245,Living Wood Piano,1
2246,Flesh Piano,1
2247,Frozen Piano,1
2248,Frozen Table,1
2249,Honey Chest,1
2250,Steampunk Chest,1
2251,Honey Work Bench,1
2252,Frozen Work Bench,1
2253,Steampunk Work Bench,1
2254,Glass Piano,1
2255,Honey Piano,1
2256,Steampunk Piano,1
2257,Honey Cup,1
2258,Chalice,1
2259,Dynasty Table,1
2260,Dynasty Wood,100
2261,Red Dynasty Shingles,100
2262,Blue Dynasty Shingles,100
2263,White Dynasty Wall,400
2264,Blue Dynasty Wall,400
2265,Dynasty Door,1
2266,Sake,20
2267,Pad Thai,5
2268,Pho,5
2269,Revolver,1
2270,Gatligator,1
2271,Arcane Rune Wall,400
2272,Water Gun,1
2273,Katana,1
2274,Ultrabright Torch,100
2275,Magic Hat,1
2276,Diamond Ring,1
2277,Gi,1
2278,Kimono,1
2279,Mystic Robe,1
2280,Beetle Wings,1
2281,Tiger Skin,1
2282,Leopard Skin,1
2283,Zebra Skin,1
2284,Crimson Cloak,1
2285,Mysterious Cape,1
2286,Red Cape,1
2287,Winter Cape,1
2288,Frozen Chair,1
2289,Wood Fishing Pole,1
2290,Bass,3
2291,Reinforced Fishing Pole,1
2292,Fiberglass Fishing Pole,1
2293,Fisher of Souls,1
2294,Golden Fishing Rod,1
2295,Mechanic's Rod,1
2296,Sitting Duck's Fishing Pole,1
2297,Trout,3
2298,Salmon,3
2299,Atlantic Cod,3
2300,Tuna,3
2301,Red Snapper,3
2302,Neon Tetra,3
2303,Armored Cavefish,3
2304,Damselfish,3
2305,Crimson Tigerfish,3
2306,Frost Minnow,3
2307,Princess Fish,3
2308,Golden Carp,3
2309,Specular Fish,3
2310,Prismite,3
2311,Variegated Lardfish,3
2312,Flarefin Koi,3
2313,Double Cod,3
2314,Honeyfin,30
2315,Obsidifish,3
2316,Shrimp,3
2317,Chaos Fish,3
2318,Ebonkoi,3
2319,Hemopiranha,3
2320,Rockfish,1
2321,Stinkfish,3
2322,Mining Potion,20
2323,Heartreach Potion,20
2324,Calming Potion,20
2325,Builder Potion,20
2326,Titan Potion,20
2327,Flipper Potion,20
2328,Summoning Potion,20
2329,Dangersense Potion,20
2330,Purple Clubberfish,1
2331,Obsidian Swordfish,1
2332,Swordfish,1
2333,Iron Fence,400
2334,Wooden Crate,10
2335,Iron Crate,10
2336,Golden Crate,10
2337,Old Shoe,1
2338,Seaweed,1
2339,Tin Can,1
2340,Minecart Track,100
2341,Reaver Shark,1
2342,Sawtooth Shark,1
2343,Minecart,1
2344,Ammo Reservation Potion,20
2345,Lifeforce Potion,20
2346,Endurance Potion,20
2347,Rage Potion,20
2348,Inferno Potion,20
2349,Wrath Potion,20
2350,Recall Potion,20
2351,Teleportation Potion,20
2352,Love Potion,20
2353,Stink Potion,20
2354,Fishing Potion,20
2355,Sonar Potion,20
2356,Crate Potion,20
2357,Shiverthorn Seeds,25
2358,Shiverthorn,25
2359,Warmth Potion,20
2360,Fish Hook,1
2361,Bee Headgear,1
2362,Bee Breastplate,1
2363,Bee Greaves,1
2364,Hornet Staff,1
2365,Imp Staff,1
2366,Queen Spider Staff,1
2367,Angler Hat,1
2368,Angler Vest,1
2369,Angler Pants,1
2370,Spider Mask,1
2371,Spider Breastplate,1
2372,Spider Greaves,1
2373,High Test Fishing Line,1
2374,Angler Earring,1
2375,Tackle Box,1
2376,Blue Dungeon Piano,1
2377,Green Dungeon Piano,1
2378,Pink Dungeon Piano,1
2379,Golden Piano,1
2380,Obsidian Piano,1
2381,Bone Piano,1
2382,Cactus Piano,1
2383,Spooky Piano,1
2384,Skyware Piano,1
2385,Lihzahrd Piano,1
2386,Blue Dungeon Dresser,1
2387,Green Dungeon Dresser,1
2388,Pink Dungeon Dresser,1
2389,Golden Dresser,1
2390,Obsidian Dresser,1
2391,Bone Dresser,1
2392,Cactus Dresser,1
2393,Spooky Dresser,1
2394,Skyware Dresser,1
2395,Honey Dresser,1
2396,Lihzahrd Dresser,1
2397,Sofa,1
2398,Ebonwood Sofa,1
2399,Rich Mahogany Sofa,1
2400,Pearlwood Sofa,1
2401,Shadewood Sofa,1
2402,Blue Dungeon Sofa,1
2403,Green Dungeon Sofa,1
2404,Pink Dungeon Sofa,1
2405,Golden Sofa,1
2406,Obsidian Sofa,1
2407,Bone Sofa,1
2408,Cactus Sofa,1
2409,Spooky Sofa,1
2410,Skyware Sofa,1
2411,Honey Sofa,1
2412,Steampunk Sofa,1
2413,Mushroom Sofa,1
2414,Glass Sofa,1
2415,Pumpkin Sofa,1
2416,Lihzahrd Sofa,1
2417,Seashell Hairpin,1
2418,Mermaid Adornment,1
2419,Mermaid Tail,1
2420,Zephyr Fish,1
2421,Fleshcatcher,1
2422,Hotline Fishing Hook,1
2423,Frog Leg,1
2424,Anchor,1
2425,Cooked Fish,5
2426,Cooked Shrimp,5
2427,Sashimi,5
2428,Fuzzy Carrot,1
2429,Scaly Truffle,1
2430,Slimy Saddle,1
2431,Bee Wax,25
2432,Copper Plating Wall,400
2433,Stone Slab Wall,400
2434,Sail,400
2435,Coralstone Block,100
2436,Blue Jellyfish,3
2437,Green Jellyfish,3
2438,Pink Jellyfish,3
2439,Blue Jellyfish Jar,1
2440,Green Jellyfish Jar,1
2441,Pink Jellyfish Jar,1
2442,Life Preserver,1
2443,Ship's Wheel,1
2444,Compass Rose,1
2445,Wall Anchor,1
2446,Goldfish Trophy,1
2447,Bunnyfish Trophy,1
2448,Swordfish Trophy,1
2449,Sharkteeth Trophy,1
2450,Batfish,2
2451,Bumblebee Tuna,2
2452,Catfish,2
2453,Cloudfish,2
2454,Cursedfish,2
2455,Dirtfish,2
2456,Dynamite Fish,2
2457,Eater of Plankton,2
2458,Fallen Starfish,2
2459,The Fish of Cthulhu,2
2460,Fishotron,2
2461,Harpyfish,2
2462,Hungerfish,2
2463,Ichorfish,2
2464,Jewelfish,2
2465,Mirage Fish,2
2466,Mutant Flinxfin,2
2467,Pengfish,2
2468,Pixiefish,2
2469,Spiderfish,2
2470,Tundra Trout,2
2471,Unicorn Fish,2
2472,Guide Voodoo Fish,2
2473,Wyverntail,2
2474,Zombie Fish,2
2475,Amanita Fungifin,2
2476,Angelfish,2
2477,Bloody Manowar,2
2478,Bonefish,2
2479,Bunnyfish,2
2480,Cap'n Tunabeard,2
2481,Clownfish,2
2482,Demonic Hellfish,2
2483,Derpfish,2
2484,Fishron,2
2485,Infected Scabbardfish,2
2486,Mudfish,2
2487,Slimefish,2
2488,Tropical Barracuda,2
2489,King Slime Trophy,1
2490,Ship in a Bottle,1
2491,Hardy Saddle,1
2492,Pressure Plate Track,5
2493,King Slime Mask,1
2494,Fin Wings,1
2495,Treasure Map,1
2496,Seaweed Planter,1
2497,Pillagin' Me Pixels,1
2498,Fish Costume Mask,1
2499,Fish Costume Shirt,1
2500,Fish Costume Finskirt,1
2501,Ginger Beard,1
2502,Honeyed Goggles,1
2503,Boreal Wood,100
2504,Palm Wood,100
2505,Boreal Wood Wall,400
2506,Palm Wood Wall,400
2507,Boreal Wood Fence,400
2508,Palm Wood Fence,400
2509,Boreal Wood Helmet,1
2510,Boreal Wood Breastplate,1
2511,Boreal Wood Greaves,1
2512,Palm Wood Helmet,1
2513,Palm Wood Breastplate,1
2514,Palm Wood Greaves,1
2515,Palm Wood Bow,1
2516,Palm Wood Hammer,1
2517,Palm Wood Sword,1
2518,Palm Wood Platform,200
2519,Palm Wood Bathtub,1
2520,Palm Wood Bed,1
2521,Palm Wood Bench,1
2522,Palm Wood Candelabra,1
2523,Palm Wood Candle,1
2524,Palm Wood Chair,1
2525,Palm Wood Chandelier,1
2526,Palm Wood Chest,1
2527,Palm Wood Sofa,1
2528,Palm Wood Door,1
2529,Palm Wood Dresser,1
2530,Palm Wood Lantern,1
2531,Palm Wood Piano,1
2532,Palm Wood Table,1
2533,Palm Wood Lamp,1
2534,Palm Wood Work Bench,1
2535,Optic Staff,1
2536,Palm Wood Bookcase,1
2537,Mushroom Bathtub,1
2538,Mushroom Bed,1
2539,Mushroom Bench,1
2540,Mushroom Bookcase,1
2541,Mushroom Candelabra,1
2542,Mushroom Candle,1
2543,Mushroom Chandelier,1
2544,Mushroom Chest,1
2545,Mushroom Dresser,1
2546,Mushroom Lantern,1
2547,Mushroom Lamp,1
2548,Mushroom Piano,1
2549,Mushroom Platform,200
2550,Mushroom Table,1
2551,Spider Staff,1
2552,Boreal Wood Bathtub,1
2553,Boreal Wood Bed,1
2554,Boreal Wood Bookcase,1
2555,Boreal Wood Candelabra,1
2556,Boreal Wood Candle,1
2557,Boreal Wood Chair,1
2558,Boreal Wood Chandelier,1
2559,Boreal Wood Chest,1
2560,Boreal Wood Clock,1
2561,Boreal Wood Door,1
2562,Boreal Wood Dresser,1
2563,Boreal Wood Lamp,1
2564,Boreal Wood Lantern,1
2565,Boreal Wood Piano,1
2566,Boreal Wood Platform,200
2567,Slime Bathtub,1
2568,Slime Bed,1
2569,Slime Bookcase,1
2570,Slime Candelabra,1
2571,Slime Candle,1
2572,Slime Chair,1
2573,Slime Chandelier,1
2574,Slime Chest,1
2575,Slime Clock,1
2576,Slime Door,1
2577,Slime Dresser,1
2578,Slime Lamp,1
2579,Slime Lantern,1
2580,Slime Piano,1
2581,Slime Platform,200
2582,Slime Sofa,1
2583,Slime Table,1
2584,Pirate Staff,1
2585,Slime Hook,1
2586,Sticky Grenade,99
2587,Beguiling Lyre,1
2588,Duke Fishron Mask,1
2589,Duke Fishron Trophy,1
2590,Molotov Cocktail,99
2591,Bone Clock,1
2592,Cactus Clock,1
2593,Ebonwood Clock,1
2594,Frozen Clock,1
2595,Lihzahrd Clock,1
2596,Living Wood Clock,1
2597,Rich Mahogany Clock,1
2598,Flesh Clock,1
2599,Mushroom Clock,1
2600,Obsidian Clock,1
2601,Palm Wood Clock,1
2602,Pearlwood Clock,1
2603,Pumpkin Clock,1
2604,Shadewood Clock,1
2605,Spooky Clock,1
2606,Skyware Clock,1
2607,Spider Fang,25
2608,Falcon Blade,1
2609,Fishron Wings,1
2610,Slime Gun,1
2611,Flairoon,1
2612,Green Dungeon Chest,1
2613,Pink Dungeon Chest,1
2614,Blue Dungeon Chest,1
2615,Bone Chest,1
2616,Cactus Chest,1
2617,Flesh Chest,1
2618,Obsidian Chest,1
2619,Pumpkin Chest,1
2620,Spooky Chest,1
2621,Tempest Staff,1
2622,Razorblade Typhoon,1
2623,Bubble Gun,1
2624,Tsunami,1
2625,Seashell,5
2626,Starfish,5
2627,Steampunk Platform,200
2628,Skyware Platform,200
2629,Living Wood Platform,200
2630,Honey Platform,200
2631,Skyware Work Bench,1
2632,Glass Work Bench,1
2633,Living Wood Work Bench,1
2634,Flesh Sofa,1
2635,Frozen Sofa,1
2636,Living Wood Sofa,1
2637,Pumpkin Dresser,1
2638,Steampunk Dresser,1
2639,Glass Dresser,1
2640,Flesh Dresser,1
2641,Pumpkin Lantern,1
2642,Obsidian Lantern,1
2643,Pumpkin Lamp,1
2644,Obsidian Lamp,1
2645,Blue Dungeon Lamp,1
2646,Green Dungeon Lamp,1
2647,Pink Dungeon Lamp,1
2648,Honey Candle,1
2649,Steampunk Candle,1
2650,Spooky Candle,1
2651,Obsidian Candle,1
2652,Blue Dungeon Chandelier,1
2653,Green Dungeon Chandelier,1
2654,Pink Dungeon Chandelier,1
2655,Steampunk Chandelier,1
2656,Pumpkin Chandelier,1
2657,Obsidian Chandelier,1
2658,Blue Dungeon Bathtub,1
2659,Green Dungeon Bathtub,1
2660,Pink Dungeon Bathtub,1
2661,Pumpkin Bathtub,1
2662,Obsidian Bathtub,1
2663,Golden Bathtub,1
2664,Blue Dungeon Candelabra,1
2665,Green Dungeon Candelabra,1
2666,Pink Dungeon Candelabra,1
2667,Obsidian Candelabra,1
2668,Pumpkin Candelabra,1
2669,Pumpkin Bed,1
2670,Pumpkin Bookcase,1
2671,Pumpkin Piano,1
2672,Shark Statue,1
2673,Truffle Worm,3
2674,Apprentice Bait,5
2675,Journeyman Bait,5
2676,Master Bait,5
2677,Amber Gemspark Wall,400
2678,Offline Amber Gemspark Wall,400
2679,Amethyst Gemspark Wall,400
2680,Offline Amethyst Gemspark Wall,400
2681,Diamond Gemspark Wall,400
2682,Offline Diamond Gemspark Wall,400
2683,Emerald Gemspark Wall,400
2684,Offline Emerald Gemspark Wall,400
2685,Ruby Gemspark Wall,400
2686,Offline Ruby Gemspark Wall,400
2687,Sapphire Gemspark Wall,400
2688,Offline Sapphire Gemspark Wall,400
2689,Topaz Gemspark Wall,400
2690,Offline Topaz Gemspark Wall,400
2691,Tin Plating Wall,400
2692,Tin Plating,100
2693,Waterfall Block,100
2694,Lavafall Block,100
2695,Confetti Block,100
2696,Confetti Wall,400
2697,Midnight Confetti Block,100
2698,Midnight Confetti Wall,400
2699,Weapon Rack,1
2700,Fireworks Box,1
2701,Living Fire Block,100
2702,0' Statue,1
2703,1' Statue,1
2704,2' Statue,1
2705,3' Statue,1
2706,4' Statue,1
2707,5' Statue,1
2708,6' Statue,1
2709,7' Statue,1
2710,8' Statue,1
2711,9' Statue,1
2712,A' Statue,1
2713,B' Statue,1
2714,C' Statue,1
2715,D' Statue,1
2716,E' Statue,1
2717,F' Statue,1
2718,G' Statue,1
2719,H' Statue,1
2720,I' Statue,1
2721,J' Statue,1
2722,K' Statue,1
2723,L' Statue,1
2724,M' Statue,1
2725,N' Statue,1
2726,O' Statue,1
2727,P' Statue,1
2728,Q' Statue,1
2729,R' Statue,1
2730,S' Statue,1
2731,T' Statue,1
2732,U' Statue,1
2733,V' Statue,1
2734,W' Statue,1
2735,X' Statue,1
2736,Y' Statue,1
2737,Z' Statue,1
2738,Firework Fountain,1
2739,Booster Track,5
2740,Grasshopper,5
2741,Grasshopper Cage,1
2742,Music Box (Underground Crimson),1
2743,Cactus Table,1
2744,Cactus Platform,200
2745,Boreal Wood Sword,1
2746,Boreal Wood Hammer,1
2747,Boreal Wood Bow,1
2748,Glass Chest,1
2749,Xeno Staff,1
2750,Meteor Staff,1
2751,Living Cursed Fire Block,100
2752,Living Demon Fire Block,100
2753,Living Frost Fire Block,100
2754,Living Ichor Block,100
2755,Living Ultrabright Fire Block,100
2756,Gender Change Potion,20
2757,Vortex Helmet,1
2758,Vortex Breastplate,1
2759,Vortex Leggings,1
2760,Nebula Helmet,1
2761,Nebula Breastplate,1
2762,Nebula Leggings,1
2763,Solar Flare Helmet,1
2764,Solar Flare Breastplate,1
2765,Solar Flare Leggings,1
2766,Solar Tablet Fragment,10
2767,Solar Tablet,3
2768,Drill Containment Unit,1
2769,Cosmic Car Key,1
2770,Mothron Wings,1
2771,Brain Scrambler,1
2774,Vortex Drill,1
2776,Vortex Pickaxe,1
2779,Nebula Drill,1
2781,Nebula Pickaxe,1
2784,Solar Flare Drill,1
2786,Solar Flare Pickaxe,1
2787,Honeyfall Block,100
2788,Honeyfall Wall,400
2789,Chlorophyte Brick Wall,400
2790,Crimtane Brick Wall,400
2791,Shroomite Plating Wall,400
2792,Chlorophyte Brick,100
2793,Crimtane Brick,100
2794,Shroomite Plating,100
2795,Laser Machinegun,1
2796,Electrosphere Launcher,1
2797,Xenopopper,1
2798,Laser Drill,1
2799,Mechanical Ruler,1
2800,Anti-Gravity Hook,1
2801,Moon Mask,1
2802,Sun Mask,1
2803,Martian Costume Mask,1
2804,Martian Costume Shirt,1
2805,Martian Costume Pants,1
2806,Martian Uniform Helmet,1
2807,Martian Uniform Torso,1
2808,Martian Uniform Pants,1
2809,Martian Astro Clock,1
2810,Martian Bathtub,1
2811,Martian Bed,1
2812,Martian Hover Chair,1
2813,Martian Chandelier,1
2814,Martian Chest,1
2815,Martian Door,1
2816,Martian Dresser,1
2817,Martian Holobookcase,1
2818,Martian Hover Candle,1
2819,Martian Lamppost,1
2820,Martian Lantern,1
2821,Martian Piano,1
2822,Martian Platform,200
2823,Martian Sofa,1
2824,Martian Table,1
2825,Martian Table Lamp,1
2826,Martian Work Bench,1
2827,Wooden Sink,1
2828,Ebonwood Sink,1
2829,Rich Mahogany Sink,1
2830,Pearlwood Sink,1
2831,Bone Sink,1
2832,Flesh Sink,1
2833,Living Wood Sink,1
2834,Skyware Sink,1
2835,Shadewood Sink,1
2836,Lihzahrd Sink,1
2837,Blue Dungeon Sink,1
2838,Green Dungeon Sink,1
2839,Pink Dungeon Sink,1
2840,Obsidian Sink,1
2841,Metal Sink,1
2842,Glass Sink,1
2843,Golden Sink,1
2844,Honey Sink,1
2845,Steampunk Sink,1
2846,Pumpkin Sink,1
2847,Spooky Sink,1
2848,Frozen Sink,1
2849,Dynasty Sink,1
2850,Palm Wood Sink,1
2851,Mushroom Sink,1
2852,Boreal Wood Sink,1
2853,Slime Sink,1
2854,Cactus Sink,1
2855,Martian Sink,1
2856,Solar Cultist Hood,1
2857,Lunar Cultist Hood,1
2858,Solar Cultist Robe,1
2859,Lunar Cultist Robe,1
2860,Martian Conduit Plating,100
2861,Martian Conduit Wall,400
2862,HiTek Sunglasses,1
2863,Martian Hair Dye,1
2864,Martian Dye,3
2865,Castle Marsberg,1
2866,Martia Lisa,1
2867,The Truth Is Up There,1
2868,Smoke Block,100
2869,Living Flame Dye,3
2870,Living Rainbow Dye,3
2871,Shadow Dye,3
2872,Negative Dye,3
2873,Living Ocean Dye,3
2874,Brown Dye,3
2875,Brown and Black Dye,3
2876,Bright Brown Dye,3
2877,Brown and Silver Dye,3
2878,Wisp Dye,3
2879,Pixie Dye,3
2880,Influx Waver,1
2882,Charged Blaster Cannon,1
2883,Chlorophyte Dye,3
2884,Unicorn Wisp Dye,3
2885,Infernal Wisp Dye,3
2886,Vicious Powder,99
2887,Vicious Mushroom,25
2888,The Bee's Knees,1
2889,Gold Bird,3
2890,Gold Bunny,3
2891,Gold Butterfly,3
2892,Gold Frog,3
2893,Gold Grasshopper,3
2894,Gold Mouse,3
2895,Gold Worm,3
2896,Sticky Dynamite,99
2897,Angry Trapper Banner,1
2898,Armored Viking Banner,1
2899,Black Slime Banner,1
2900,Blue Armored Bones Banner,1
2901,Blue Cultist Archer Banner,1
2902,Lunatic Devotee Banner,1
2903,Blue Cultist Fighter Banner,n/a
2904,Bone Lee Banner,1
2905,Clinger Banner,1
2906,Cochineal Beetle Banner,1
2907,Corrupt Penguin Banner,1
2908,Corrupt Slime Banner,1
2909,Corruptor Banner,1
2910,Crimslime Banner,1
2911,Cursed Skull Banner,1
2912,Cyan Beetle Banner,1
2913,Devourer Banner,1
2914,Diabolist Banner,1
2915,Doctor Bones Banner,1
2916,Dungeon Slime Banner,1
2917,Dungeon Spirit Banner,1
2918,Elf Archer Banner,1
2919,Elf Copter Banner,1
2920,Eyezor Banner,1
2921,Flocko Banner,1
2922,Ghost Banner,1
2923,Giant Bat Banner,1
2924,Giant Cursed Skull Banner,1
2925,Giant Flying Fox Banner,1
2926,Gingerbread Man Banner,1
2927,Goblin Archer Banner,1
2928,Green Slime Banner,1
2929,Headless Horseman Banner,1
2930,Hell Armored Bones Banner,1
2931,Hellhound Banner,1
2932,Hoppin' Jack Banner,1
2933,Ice Bat Banner,1
2934,Ice Golem Banner,1
2935,Ice Slime Banner,1
2936,Ichor Sticker Banner,1
2937,Illuminant Bat Banner,1
2938,Illuminant Slime Banner,1
2939,Jungle Bat Banner,1
2940,Jungle Slime Banner,1
2941,Krampus Banner,1
2942,Lac Beetle Banner,1
2943,Lava Bat Banner,1
2944,Lava Slime Banner,1
2945,Martian Brain Scrambler Banner,1
2946,Martian Drone Banner,1
2947,Martian Engineer Banner,1
2948,Martian Gigazapper Banner,1
2949,Martian Gray Grunt Banner,1
2950,Martian Officer Banner,1
2951,Martian Ray Gunner Banner,1
2952,Martian Scutlix Gunner Banner,1
2953,Martian Tesla Turret Banner,1
2954,Mister Stabby Banner,1
2955,Mother Slime Banner,1
2956,Necromancer Banner,1
2957,Nutcracker Banner,1
2958,Paladin Banner,1
2959,Penguin Banner,1
2960,Pinky Banner,1
2961,Poltergeist Banner,1
2962,Possessed Armor Banner,1
2963,Present Mimic Banner,1
2964,Purple Slime Banner,1
2965,Ragged Caster Banner,1
2966,Rainbow Slime Banner,1
2967,Raven Banner,1
2968,Red Slime Banner,1
2969,Rune Wizard Banner,1
2970,Rusty Armored Bones Banner,1
2971,Scarecrow Banner,1
2972,Scutlix Banner,1
2973,Skeleton Archer Banner,1
2974,Skeleton Commando Banner,1
2975,Skeleton Sniper Banner,1
2976,Slimer Banner,1
2977,Snatcher Banner,1
2978,Snow Balla Banner,1
2979,Snowman Gangsta Banner,1
2980,Spiked Ice Slime Banner,1
2981,Spiked Jungle Slime Banner,1
2982,Splinterling Banner,1
2983,Squid Banner,1
2984,Tactical Skeleton Banner,1
2985,The Groom Banner,1
2986,Tim Banner,1
2987,Undead Miner Banner,1
2988,Undead Viking Banner,1
2989,White Cultist Archer Banner,n/a
2990,White Cultist Caster Banner,n/a
2991,White Cultist Fighter Banner,n/a
2992,Yellow Slime Banner,1
2993,Yeti Banner,1
2994,Zombie Elf Banner,1
2995,Sparky,1
2996,Vine Rope,100
2997,Wormhole Potion,20
2998,Summoner Emblem,1
2999,Bewitching Table,1
3000,Alchemy Table,1
3001,Strange Brew,30
3002,Spelunker Glowstick,100
3003,Bone Arrow,99
3004,Bone Torch,100
3005,Vine Rope Coil,10
3006,Life Drain,1
3007,Dart Pistol,1
3008,Dart Rifle,1
3009,Crystal Dart,99
3010,Cursed Dart,99
3011,Ichor Dart,99
3012,Chain Guillotines,1
3013,Fetid Baghnakhs,1
3014,Clinger Staff,1
3015,Putrid Scent,1
3016,Flesh Knuckles,1
3017,Flower Boots,1
3018,Seedler,1
3019,Hellwing Bow,1
3020,Tendon Hook,1
3021,Thorn Hook,1
3022,Illuminant Hook,1
3023,Worm Hook,1
3024,Skiphs' Blood,3
3025,Purple Ooze Dye,3
3026,Reflective Silver Dye,3
3027,Reflective Gold Dye,3
3028,Blue Acid Dye,3
3029,Daedalus Stormbow,1
3030,Flying Knife,1
3031,Bottomless Water Bucket,1
3032,Super Absorbant Sponge,1
3033,Gold Ring,1
3034,Coin Ring,1
3035,Greedy Ring,1
3036,Fish Finder,1
3037,Weather Radio,1
3038,Hades Dye,3
3039,Twilight Dye,3
3040,Acid Dye,3
3041,Glowing Mushroom Dye,3
3042,Phase Dye,3
3043,Magic Lantern,1
3044,Music Box (Lunar Boss),1
3045,Rainbow Torch,100
3046,Cursed Campfire,1
3047,Demon Campfire,1
3048,Frozen Campfire,1
3049,Ichor Campfire,1
3050,Rainbow Campfire,1
3051,Crystal Vile Shard,1
3052,Shadowflame Bow,1
3053,Shadowflame Hex Doll,1
3054,Shadowflame Knife,1
3055,Acorns,1
3056,Cold Snap,1
3057,Cursed Saint,1
3058,Snowfellas,1
3059,The Season,1
3060,Bone Rattle,1
3061,Architect Gizmo Pack,1
3062,Crimson Heart,1
3063,Meowmere,1
3064,Enchanted Sundial,1
3065,Star Wrath,1
3066,Smooth Marble Block,100
3067,Hellstone Brick Wall,400
3068,Guide to Plant Fiber Cordage,1
3069,Wand of Sparking,1
3070,Gold Bird Cage,1
3071,Gold Bunny Cage,1
3072,Gold Butterfly Jar,1
3073,Gold Frog Cage,1
3074,Gold Grasshopper Cage,1
3075,Gold Mouse Cage,1
3076,Gold Worm Cage,1
3077,Silk Rope,100
3078,Web Rope,100
3079,Silk Rope Coil,10
3080,Web Rope Coil,10
3081,Marble Block,100
3082,Marble Wall,400
3083,Smooth Marble Wall,400
3084,Radar,1
3085,Golden Lock Box,5
3086,Granite Block,100
3087,Smooth Granite Block,100
3088,Granite Wall,400
3089,Smooth Granite Wall,400
3090,Royal Gel,1
3091,Key of Night,1
3092,Key of Light,1
3093,Herb Bag,2
3094,Javelin,99
3095,Tally Counter,1
3096,Sextant,1
3097,Shield of Cthulhu,1
3098,Butcher's Chainsaw,1
3099,Stopwatch,1
3100,Meteorite Brick,100
3101,Meteorite Brick Wall,400
3102,Metal Detector,1
3103,Endless Quiver,1
